id,hand_player,bot_card_high,bot_card_suit_high,bot_card_medium,bot_card_suit_medium,bot_card_low,bot_card_suit_low,human_card_high,human_card_suit_high,human_card_medium,human_card_suit_medium,human_card_low,human_card_suit_low,bot_play_1,human_play_1,bot_play_2,human_play_2,bot_play_3,human_play_3,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,bot_points_envido,human_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,bot_points_flor,human_flor_points,who_won_flor,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,bot_old_points,human_old_points,bot_new_points,human_new_points,bot_hand_balance,human_hand_balance,bot_hand_quality,human_hand_quality
1651,1,24,BASTOS,16,OURO,3,OURO,7,ESPADAS,6,COPAS,2,ESPADAS,16,2,3,6,-15,7,1,2,2,2,0,0,6,5,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,1,2,3,3,2,1,0,0
1652,2,16,OURO,7,ESPADAS,6,OURO,12,BASTOS,7,OURO,2,BASTOS,6,2,7,12,-46,7,1,2,1,0,0,0,2,21,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,1,3,3,4,3,1,0,0,0
1653,2,50,BASTOS,7,COPAS,6,BASTOS,4,ESPADAS,2,COPAS,1,ESPADAS,-46,-10,-46,-10,-15,-10,1,1,1,0,0,0,1,7,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,7,5,8,6,1,1,0,0
1654,1,16,OURO,8,ESPADAS,6,OURO,7,OURO,7,COPAS,4,BASTOS,16,4,6,7,-46,7,1,2,1,2,0,0,22,7,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,8,6,9,7,1,1,0,0
1655,2,24,COPAS,7,COPAS,6,ESPADAS,24,ESPADAS,16,BASTOS,6,OURO,6,24,24,16,-15,6,2,1,1,0,0,0,23,3,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,1,2,0,0,2,0,2,0,0,0
1656,1,16,BASTOS,3,OURO,2,BASTOS,8,BASTOS,8,OURO,4,COPAS,16,4,3,8,-15,-50,1,2,2,1,0,0,28,7,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,2,0,3,1,1,1,0,0
1657,2,16,ESPADAS,16,BASTOS,16,BASTOS,2,OURO,2,COPAS,1,COPAS,-46,1,-46,-15,-46,-15,1,1,1,0,0,0,2,29,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3,1,4,2,1,1,0,0
1658,1,24,COPAS,7,COPAS,2,BASTOS,6,OURO,3,COPAS,2,OURO,24,3,2,2,-15,-15,1,0,0,2,0,0,28,6,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,1,4,2,6,2,2,0,0,0
1659,2,24,COPAS,12,COPAS,1,BASTOS,16,OURO,8,BASTOS,1,ESPADAS,24,16,1,8,-46,1,1,2,1,2,0,0,27,22,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,6,2,8,2,2,0,0,0
1660,1,24,COPAS,12,ESPADAS,6,ESPADAS,12,OURO,3,COPAS,3,COPAS,6,12,12,3,-46,-15,2,1,1,2,0,0,3,27,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,8,2,9,3,1,1,0,0
1661,2,50,BASTOS,16,OURO,6,OURO,16,ESPADAS,12,OURO,7,OURO,16,16,-46,12,-46,-15,0,1,1,0,0,0,2,23,0,1,0,2,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,9,3,10,6,1,3,0,0
1662,1,52,ESPADAS,8,BASTOS,7,OURO,42,OURO,40,ESPADAS,16,COPAS,8,16,52,40,-15,42,2,1,2,1,0,0,1,7,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,1,3,2,3,0,2,2,10,6,10,8,0,2,0,0
1663,2,52,ESPADAS,6,BASTOS,2,COPAS,24,ESPADAS,12,COPAS,1,OURO,2,24,52,12,-15,-10,2,1,1,0,0,0,21,24,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,0,1,1,10,8,11,9,1,1,0,0
1664,1,16,OURO,16,COPAS,8,COPAS,52,COPAS,24,ESPADAS,2,COPAS,16,24,8,2,-15,52,2,1,2,1,0,0,22,28,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,3,11,9,11,13,0,4,0,0
1665,2,8,COPAS,2,COPAS,2,BASTOS,52,ESPADAS,16,ESPADAS,1,BASTOS,2,16,2,1,-15,-50,2,1,2,2,0,0,25,26,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,11,13,11,16,0,3,0,0
1666,1,24,OURO,16,COPAS,6,COPAS,8,BASTOS,4,OURO,2,ESPADAS,16,2,6,8,-46,4,1,2,1,0,0,0,3,7,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,11,16,12,16,1,0,0,0
1667,2,24,COPAS,7,ESPADAS,2,COPAS,24,BASTOS,8,ESPADAS,2,COPAS,2,24,24,8,-15,-10,2,1,1,0,0,0,5,25,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,0,1,1,12,16,13,17,1,1,0,0
1668,1,8,ESPADAS,7,OURO,2,BASTOS,50,OURO,6,BASTOS,4,COPAS,-10,-50,-10,-50,-15,-50,2,2,2,2,0,0,25,21,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,13,17,13,18,0,1,0,0
1669,2,40,OURO,8,COPAS,4,ESPADAS,50,ESPADAS,24,BASTOS,16,OURO,40,24,8,-50,-15,-50,1,2,2,2,0,0,7,3,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,2,1,13,18,13,19,0,1,0,0
1670,1,16,OURO,7,COPAS,2,ESPADAS,12,OURO,8,COPAS,4,BASTOS,16,4,7,8,-15,-50,1,2,2,0,0,0,22,7,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,1,13,19,13,20,0,1,0,0
1671,2,8,BASTOS,3,ESPADAS,1,COPAS,24,COPAS,12,BASTOS,6,ESPADAS,1,12,-15,-50,-15,-50,2,2,2,1,0,0,6,3,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,13,20,13,21,0,1,0,0
1672,1,16,ESPADAS,16,BASTOS,1,ESPADAS,12,COPAS,6,COPAS,4,COPAS,16,4,16,-10,-15,-10,1,1,1,2,0,0,4,28,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,2,1,1,13,21,14,22,1,1,0,0
1673,2,24,ESPADAS,12,COPAS,6,BASTOS,50,COPAS,16,BASTOS,8,OURO,24,16,6,8,-15,50,1,2,2,1,0,0,21,23,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,3,14,22,14,25,0,3,0,0
1675,1,16,COPAS,7,BASTOS,3,OURO,52,BASTOS,40,ESPADAS,8,OURO,3,8,-15,-50,-15,-50,2,2,2,2,0,0,26,27,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,2,1,1,0,1,3,0,3,0,0
1676,2,24,OURO,16,ESPADAS,8,OURO,4,OURO,3,COPAS,3,COPAS,8,3,-46,-15,-46,-15,1,1,1,0,0,0,25,33,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,1,3,2,5,1,2,0,0
1677,1,8,ESPADAS,7,OURO,7,OURO,16,ESPADAS,2,OURO,2,ESPADAS,7,16,7,2,-46,-15,2,1,1,0,0,0,20,27,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,1,1,2,5,3,6,1,1,0,0
1678,2,24,ESPADAS,16,OURO,12,BASTOS,24,ESPADAS,8,COPAS,7,ESPADAS,12,24,16,7,-15,-10,2,1,1,2,0,0,25,3,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,3,6,6,6,3,0,0,0
1679,1,42,ESPADAS,24,OURO,1,OURO,8,COPAS,7,COPAS,3,BASTOS,24,3,-46,-15,-46,-15,1,1,1,2,0,0,7,6,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,0,1,1,6,6,7,6,1,0,0,0
1680,2,16,OURO,7,BASTOS,4,ESPADAS,52,OURO,16,ESPADAS,3,COPAS,4,16,7,3,-15,52,2,1,2,2,0,0,22,23,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,1,2,3,7,6,7,9,0,3,0,0
1681,1,7,OURO,6,BASTOS,2,COPAS,24,BASTOS,6,ESPADAS,4,BASTOS,2,4,7,6,-15,24,2,1,2,0,0,0,25,7,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,2,2,7,9,8,11,1,2,0,0
1682,2,40,OURO,16,ESPADAS,1,BASTOS,12,BASTOS,7,OURO,1,OURO,16,12,-46,-15,-46,-15,1,1,1,2,0,0,7,25,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,8,11,9,11,1,0,0,0
1683,1,4,BASTOS,3,COPAS,3,BASTOS,40,ESPADAS,8,OURO,6,OURO,-10,-50,-10,-50,-15,-50,2,2,2,0,0,0,7,27,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,9,11,9,12,0,1,0,0
1684,2,16,BASTOS,8,COPAS,2,ESPADAS,4,BASTOS,3,BASTOS,2,OURO,-46,-10,-46,-10,-15,-10,1,1,1,0,0,0,22,7,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,1,1,9,12,10,12,1,0,0,0
1685,1,24,OURO,7,COPAS,6,ESPADAS,6,ESPADAS,2,BASTOS,1,ESPADAS,24,1,6,-10,-15,-10,1,1,1,0,0,0,3,29,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,10,12,11,13,1,1,0,0
1686,2,8,OURO,8,OURO,1,COPAS,24,ESPADAS,7,OURO,3,ESPADAS,-10,24,-10,-50,-15,-50,2,2,2,0,0,0,24,6,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,11,13,12,14,1,1,0,0
1687,1,7,BASTOS,6,OURO,1,COPAS,24,COPAS,8,BASTOS,6,OURO,7,8,-10,6,-15,-50,2,2,2,2,0,0,4,3,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,12,14,12,16,0,2,0,0
1688,2,42,ESPADAS,8,BASTOS,4,ESPADAS,24,COPAS,8,OURO,7,BASTOS,4,24,8,7,-15,8,2,1,1,0,0,0,7,3,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,0,1,2,12,16,14,16,2,0,0,0
1689,1,24,BASTOS,7,BASTOS,1,OURO,12,COPAS,8,OURO,8,ESPADAS,24,8,7,8,-15,-50,1,2,2,0,0,1,27,21,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,14,16,15,17,1,1,0,0
1690,2,52,ESPADAS,16,BASTOS,6,COPAS,24,ESPADAS,16,COPAS,6,OURO,6,24,16,6,-15,-10,2,1,1,0,0,0,23,25,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,2,15,17,17,18,2,1,0,0
1691,1,7,COPAS,3,BASTOS,2,COPAS,42,ESPADAS,24,ESPADAS,6,BASTOS,2,6,-15,-50,-15,-50,2,2,2,1,0,0,6,7,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,17,18,17,19,0,1,0,0
1692,2,50,BASTOS,24,OURO,8,COPAS,8,COPAS,6,COPAS,2,COPAS,8,8,-46,6,-46,-15,0,1,1,2,0,0,3,25,0,1,0,2,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,17,19,18,22,1,3,0,0
1693,1,50,BASTOS,7,BASTOS,6,ESPADAS,7,COPAS,6,ESPADAS,3,ESPADAS,7,7,-46,-15,-46,-15,0,1,1,2,0,0,21,26,1,1,0,2,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,18,22,19,25,1,3,0,0
1694,1,8,COPAS,7,COPAS,1,COPAS,16,OURO,4,COPAS,2,ESPADAS,1,2,7,4,-15,16,2,1,2,1,0,0,24,29,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,2,2,0,0,0,4,0,4,0,0
1695,2,42,ESPADAS,7,COPAS,4,BASTOS,6,BASTOS,3,ESPADAS,1,ESPADAS,4,1,7,-10,-15,-10,1,1,1,0,0,0,7,24,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,0,4,1,4,1,0,0,0
1696,1,24,OURO,8,OURO,6,OURO,16,ESPADAS,7,COPAS,6,ESPADAS,24,6,6,7,-15,16,1,2,2,0,0,0,23,2,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,0,2,2,1,4,1,6,0,2,0,0
1697,2,8,ESPADAS,6,BASTOS,1,OURO,24,OURO,8,COPAS,4,BASTOS,1,24,6,4,-46,-15,2,1,1,1,0,0,4,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,1,1,1,6,3,6,2,0,0,0
1698,1,8,ESPADAS,7,ESPADAS,1,ESPADAS,12,COPAS,6,OURO,3,COPAS,1,3,-15,-50,-15,-50,2,2,2,0,0,0,24,6,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,3,6,4,7,1,1,0,0
1699,2,40,OURO,12,COPAS,6,BASTOS,24,OURO,7,OURO,2,BASTOS,6,24,12,7,-46,-15,2,1,1,0,0,0,28,25,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,4,7,6,7,2,0,0,0
1700,1,42,ESPADAS,12,OURO,1,BASTOS,50,COPAS,2,BASTOS,1,COPAS,12,1,1,2,-15,50,1,2,2,0,0,0,7,26,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,4,6,7,6,12,0,5,0,0
1701,2,6,BASTOS,3,OURO,1,ESPADAS,24,ESPADAS,16,ESPADAS,6,ESPADAS,-10,24,-10,-50,-15,-50,2,2,2,2,0,0,6,25,1,1,0,2,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,6,12,6,16,0,4,0,0
1702,1,8,COPAS,3,OURO,2,BASTOS,7,OURO,7,ESPADAS,4,COPAS,8,4,-46,-15,-46,-15,1,1,1,1,0,0,31,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,6,16,8,16,2,0,0,0
1703,2,6,BASTOS,6,OURO,1,ESPADAS,24,ESPADAS,8,OURO,3,COPAS,1,24,6,3,-15,8,2,1,2,2,0,0,4,6,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,2,8,16,9,18,1,2,0,0
1704,1,7,OURO,4,ESPADAS,3,BASTOS,16,COPAS,4,ESPADAS,1,OURO,7,16,3,1,-46,-15,2,1,1,0,0,0,7,7,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,1,9,18,10,19,1,1,0,0
1705,2,16,COPAS,7,COPAS,3,COPAS,24,ESPADAS,24,ESPADAS,1,OURO,3,24,7,1,-15,-50,2,1,2,1,0,0,28,4,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,10,19,11,20,1,1,0,0
1706,1,12,COPAS,8,ESPADAS,8,COPAS,6,OURO,3,OURO,1,COPAS,12,-10,-46,-10,-15,-10,1,1,1,2,0,0,1,30,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,1,1,11,20,12,21,1,1,0,0
1707,2,52,ESPADAS,42,COPAS,16,ESPADAS,24,ESPADAS,6,BASTOS,3,OURO,42,24,-1,3,-46,6,1,2,1,0,0,0,28,6,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,1,2,12,21,15,21,3,0,0,0
1708,1,50,BASTOS,3,ESPADAS,2,COPAS,40,ESPADAS,12,OURO,6,OURO,2,6,50,12,-15,-50,2,1,2,0,0,0,31,27,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,15,21,17,22,2,1,0,0
1709,2,16,ESPADAS,8,COPAS,4,ESPADAS,3,COPAS,2,ESPADAS,1,ESPADAS,-46,-10,-46,-10,-15,-10,1,1,1,0,0,0,27,35,0,1,0,2,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,17,22,18,25,1,3,0,0
1711,1,8,BASTOS,7,BASTOS,1,COPAS,16,OURO,3,ESPADAS,3,BASTOS,8,16,-10,3,-15,-50,2,2,2,0,0,0,24,6,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,1,0,1,1,0,1,0,0
1712,2,24,OURO,3,BASTOS,1,BASTOS,42,ESPADAS,24,ESPADAS,4,COPAS,1,24,24,4,-15,-50,2,1,2,0,0,0,6,7,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,1,1,1,2,2,1,1,0,0
1713,1,40,OURO,16,BASTOS,8,COPAS,12,COPAS,6,OURO,4,BASTOS,16,4,8,12,-46,-15,1,2,1,1,0,0,7,7,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,2,2,2,4,3,2,1,0,0
1714,2,52,ESPADAS,8,COPAS,8,OURO,4,OURO,1,COPAS,1,ESPADAS,8,1,8,-10,-15,-10,1,1,1,1,0,0,1,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,1,1,4,3,6,3,2,0,0,0
1715,1,16,ESPADAS,7,ESPADAS,2,BASTOS,50,COPAS,7,BASTOS,2,BASTOS,16,2,2,7,-15,50,1,2,2,1,0,0,27,26,2,1,0,2,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,2,2,6,3,6,8,0,5,0,0
1716,2,8,OURO,6,BASTOS,6,OURO,50,ESPADAS,40,BASTOS,2,BASTOS,6,40,6,2,-15,-50,2,1,2,2,0,0,0,26,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,2,3,0,2,1,6,8,6,10,0,2,0,0
1717,1,42,ESPADAS,4,COPAS,2,BASTOS,40,BASTOS,3,OURO,2,BASTOS,42,2,2,3,-15,-50,1,2,2,0,0,0,7,31,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,6,10,6,12,0,2,0,0
1718,2,24,OURO,8,ESPADAS,2,BASTOS,50,BASTOS,16,BASTOS,7,BASTOS,24,16,8,-10,-15,-10,1,1,1,1,0,0,5,23,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,6,12,7,12,1,0,0,0
1719,1,8,ESPADAS,7,BASTOS,6,OURO,50,COPAS,7,BASTOS,4,COPAS,8,4,6,7,-15,-50,1,2,2,1,0,0,0,7,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,2,1,7,12,7,13,0,1,0,0
1720,2,50,BASTOS,24,ESPADAS,16,OURO,16,OURO,3,COPAS,1,COPAS,24,16,-46,-15,-46,-15,1,1,1,2,0,0,3,26,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,7,13,8,14,1,1,0,0
1721,1,7,OURO,6,BASTOS,6,COPAS,24,ESPADAS,4,ESPADAS,1,COPAS,7,24,-15,-50,-15,-50,2,2,2,1,0,0,0,31,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,8,14,8,16,0,2,0,0
1722,2,16,OURO,8,OURO,7,ESPADAS,16,COPAS,8,BASTOS,3,BASTOS,7,16,8,3,-15,8,2,1,1,2,0,0,22,28,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,8,16,10,17,2,1,0,0
1723,1,24,BASTOS,7,COPAS,3,OURO,16,OURO,12,ESPADAS,8,OURO,24,8,7,-50,-15,-50,1,2,2,1,0,0,6,21,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,2,2,1,10,17,10,19,0,2,0,0
1724,2,16,COPAS,8,OURO,1,COPAS,24,BASTOS,8,COPAS,1,BASTOS,1,24,8,1,-15,8,2,1,1,1,0,0,4,23,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,1,2,10,19,13,19,3,0,0,0
1725,1,16,BASTOS,6,ESPADAS,1,COPAS,50,ESPADAS,24,BASTOS,8,OURO,16,24,-10,8,-15,-50,2,2,2,0,0,0,24,3,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,13,19,13,20,0,1,0,0
1726,2,50,BASTOS,6,OURO,2,OURO,12,OURO,8,OURO,4,COPAS,2,12,6,4,-46,-15,2,1,1,0,0,0,25,21,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,13,20,15,20,2,0,0,0
1727,1,24,COPAS,16,BASTOS,1,BASTOS,8,COPAS,8,COPAS,4,COPAS,24,4,-46,-15,-46,-15,1,1,1,0,0,0,25,27,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,15,20,16,22,1,2,0,0
1728,2,16,BASTOS,8,ESPADAS,7,ESPADAS,42,OURO,24,ESPADAS,4,COPAS,7,24,8,4,-15,42,2,1,2,1,0,0,2,30,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,3,16,22,16,26,0,4,0,0
1729,1,24,ESPADAS,16,BASTOS,6,OURO,3,COPAS,2,ESPADAS,1,OURO,24,1,6,-10,-15,-10,1,1,1,2,0,0,3,29,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,2,1,1,16,26,17,27,1,1,0,0
1731,1,24,BASTOS,3,COPAS,1,COPAS,16,ESPADAS,16,OURO,6,ESPADAS,24,6,3,-50,-15,-50,1,2,2,1,0,0,6,2,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,1,1,3,1,5,0,2,0,0
1732,2,7,OURO,4,COPAS,2,ESPADAS,16,BASTOS,6,ESPADAS,1,BASTOS,7,6,2,-10,-15,-10,1,1,1,2,0,0,7,22,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,1,5,3,5,2,0,0,0
1733,1,7,OURO,3,BASTOS,1,BASTOS,24,OURO,24,ESPADAS,2,ESPADAS,7,24,3,2,-15,24,2,1,2,2,0,0,26,28,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,2,3,5,3,9,0,4,0,0
1734,1,24,OURO,12,BASTOS,3,BASTOS,24,OURO,8,COPAS,3,COPAS,24,3,12,-50,-15,-50,1,2,2,0,0,0,24,29,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,3,11,3,13,0,2,0,0
1735,2,16,ESPADAS,8,COPAS,7,BASTOS,16,ESPADAS,2,BASTOS,2,ESPADAS,7,16,8,2,-46,-15,2,1,1,0,0,0,22,27,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,3,13,4,14,1,1,0,0
1736,1,12,OURO,8,OURO,6,OURO,42,OURO,7,ESPADAS,7,COPAS,12,7,6,-50,-15,-50,1,2,2,2,0,0,21,7,1,1,0,1,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,4,14,7,15,3,1,0,0
1737,1,16,BASTOS,7,BASTOS,6,OURO,4,OURO,3,BASTOS,3,BASTOS,16,3,6,-10,-15,-10,1,1,1,2,0,0,22,33,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,1,1,8,16,9,17,1,1,0,0
1738,2,7,OURO,4,ESPADAS,1,OURO,16,BASTOS,12,BASTOS,2,BASTOS,1,16,4,2,-15,12,2,1,2,2,0,0,7,27,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,2,9,17,9,20,0,3,0,0
1739,1,42,ESPADAS,16,OURO,7,COPAS,40,ESPADAS,16,OURO,3,OURO,42,3,16,40,-46,-15,1,2,1,1,0,0,29,33,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,9,20,11,22,2,2,0,0
1740,2,16,ESPADAS,16,ESPADAS,1,ESPADAS,8,OURO,3,BASTOS,1,BASTOS,16,8,-46,-15,-46,-15,1,1,1,0,0,0,26,24,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,11,22,14,22,3,0,0,0
1741,1,8,COPAS,7,BASTOS,1,BASTOS,24,COPAS,6,BASTOS,3,COPAS,8,24,7,3,-15,-50,2,1,2,1,0,0,20,23,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,2,1,14,22,14,23,0,1,0,0
1743,2,8,COPAS,6,ESPADAS,1,OURO,24,BASTOS,12,ESPADAS,12,COPAS,1,24,-10,12,-15,-50,2,2,2,0,0,0,4,3,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,4,2,5,3,1,1,0,0
1744,2,40,OURO,16,OURO,7,COPAS,24,ESPADAS,24,OURO,8,COPAS,40,24,16,-10,-15,-10,1,1,1,1,0,0,27,23,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,10,3,12,3,2,0,0,0
1745,1,16,BASTOS,8,ESPADAS,2,ESPADAS,12,BASTOS,6,OURO,6,OURO,16,6,2,6,-15,-50,1,2,2,1,0,0,22,21,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,2,1,12,3,12,5,0,2,0,0
1746,2,42,ESPADAS,8,BASTOS,3,ESPADAS,24,ESPADAS,16,ESPADAS,2,BASTOS,42,24,8,16,-15,-50,1,2,2,0,0,0,27,25,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,1,0,0,1,2,1,12,5,12,7,0,2,0,0
1747,1,16,ESPADAS,2,BASTOS,2,BASTOS,6,ESPADAS,6,ESPADAS,4,BASTOS,16,4,2,6,-46,6,1,2,1,2,0,0,27,27,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,1,1,12,7,15,7,3,0,0,0
